split,view,filename,filepath,sharpness,brightness,contrast_std,noise,quality_label,guidance_text,abnormal_flag
test,Other,Other test (282).jpg,test\Other\Other test (282).jpg,543.39,50.82,50.74,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (283).jpg,test\Other\Other test (283).jpg,544.23,51.09,50.71,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (284).jpg,test\Other\Other test (284).jpg,541.37,50.61,50.55,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (285).jpg,test\Other\Other test (285).jpg,534.52,51.95,49.51,1.61,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (286).jpg,test\Other\Other test (286).jpg,533.58,52.48,49.66,1.61,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (287).jpg,test\Other\Other test (287).jpg,533.28,52.99,49.98,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (288).jpg,test\Other\Other test (288).jpg,536.01,52.41,49.21,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (289).jpg,test\Other\Other test (289).jpg,524.5,51.05,47.47,1.61,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (29).jpg,test\Other\Other test (29).jpg,599.52,50.29,50.07,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (290).jpg,test\Other\Other test (290).jpg,527.2,48.72,44.88,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (291).jpg,test\Other\Other test (291).jpg,525.73,48.21,43.76,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (292).jpg,test\Other\Other test (292).jpg,525.13,48.29,43.74,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (293).jpg,test\Other\Other test (293).jpg,523.98,48.46,43.73,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (294).jpg,test\Other\Other test (294).jpg,516.11,51.23,47.38,1.59,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (295).jpg,test\Other\Other test (295).jpg,515.89,51.41,47.94,1.6,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (296).jpg,test\Other\Other test (296).jpg,517.34,51.91,49.07,1.61,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (297).jpg,test\Other\Other test (297).jpg,530.63,53.18,49.96,1.6,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (298).jpg,test\Other\Other test (298).jpg,535.32,51.6,50.53,1.59,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (299).jpg,test\Other\Other test (299).jpg,533.1,51.7,50.87,1.59,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (3).jpg,test\Other\Other test (3).jpg,454.02,42.26,50.69,1.43,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (30).jpg,test\Other\Other test (30).jpg,600.71,49.8,49.43,1.91,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (300).jpg,test\Other\Other test (300).jpg,537.41,50.68,49.81,1.56,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (301).jpg,test\Other\Other test (301).jpg,536.22,50.38,49.58,1.57,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (302).jpg,test\Other\Other test (302).jpg,536.61,50.85,49.93,1.57,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (303).jpg,test\Other\Other test (303).jpg,528.01,50.15,48.5,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (304).jpg,test\Other\Other test (304).jpg,527.71,50.62,48.61,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (305).jpg,test\Other\Other test (305).jpg,531.96,52.32,49.28,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (306).jpg,test\Other\Other test (306).jpg,528.55,51.69,48.87,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (307).jpg,test\Other\Other test (307).jpg,603.38,31.49,39.06,1.76,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (308).jpg,test\Other\Other test (308).jpg,604.94,32.24,39.59,1.77,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (309).jpg,test\Other\Other test (309).jpg,605.94,32.44,39.69,1.77,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (31).jpg,test\Other\Other test (31).jpg,601.55,49.62,49.0,1.91,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (310).jpg,test\Other\Other test (310).jpg,605.54,32.79,39.72,1.75,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (311).jpg,test\Other\Other test (311).jpg,606.67,32.68,39.42,1.75,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (312).jpg,test\Other\Other test (312).jpg,606.33,32.32,38.8,1.75,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (313).jpg,test\Other\Other test (313).jpg,606.82,31.34,37.61,1.74,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (314).jpg,test\Other\Other test (314).jpg,603.75,31.88,37.08,1.73,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (315).jpg,test\Other\Other test (315).jpg,603.97,32.04,37.22,1.73,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (316).jpg,test\Other\Other test (316).jpg,603.96,32.35,37.74,1.74,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (317).jpg,test\Other\Other test (317).jpg,603.95,33.12,39.65,1.76,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (318).jpg,test\Other\Other test (318).jpg,604.09,33.56,40.79,1.77,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (319).jpg,test\Other\Other test (319).jpg,604.55,33.36,41.17,1.78,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (32).jpg,test\Other\Other test (32).jpg,598.81,48.95,48.15,1.88,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (320).jpg,test\Other\Other test (320).jpg,602.58,32.99,41.09,1.75,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (321).jpg,test\Other\Other test (321).jpg,602.62,32.08,40.4,1.72,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (322).jpg,test\Other\Other test (322).jpg,602.69,31.51,39.77,1.71,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (323).jpg,test\Other\Other test (323).jpg,603.49,30.86,39.44,1.71,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (324).jpg,test\Other\Other test (324).jpg,603.47,31.23,40.05,1.72,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (325).jpg,test\Other\Other test (325).jpg,631.7,52.76,53.75,1.98,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (326).jpg,test\Other\Other test (326).jpg,684.62,64.42,64.79,2.12,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (327).jpg,test\Other\Other test (327).jpg,646.2,48.0,53.39,1.95,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (328).jpg,test\Other\Other test (328).jpg,643.33,48.66,48.21,1.97,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (329).jpg,test\Other\Other test (329).jpg,640.41,48.83,49.74,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (33).jpg,test\Other\Other test (33).jpg,599.04,48.6,48.2,1.87,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (330).jpg,test\Other\Other test (330).jpg,647.29,49.08,49.59,1.99,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (331).jpg,test\Other\Other test (331).jpg,648.22,49.35,49.84,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (332).jpg,test\Other\Other test (332).jpg,648.86,49.28,49.9,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (333).jpg,test\Other\Other test (333).jpg,637.62,48.72,48.93,1.95,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (334).jpg,test\Other\Other test (334).jpg,637.67,48.46,48.23,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (335).jpg,test\Other\Other test (335).jpg,639.1,48.59,48.18,1.95,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (336).jpg,test\Other\Other test (336).jpg,655.99,50.85,50.41,1.96,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (337).jpg,test\Other\Other test (337).jpg,638.36,50.76,49.41,1.97,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (338).jpg,test\Other\Other test (338).jpg,653.79,50.19,49.23,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (339).jpg,test\Other\Other test (339).jpg,650.65,50.04,48.59,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (34).jpg,test\Other\Other test (34).jpg,598.72,48.56,48.4,1.86,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (340).jpg,test\Other\Other test (340).jpg,651.09,50.32,48.63,2.02,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (341).jpg,test\Other\Other test (341).jpg,649.72,50.73,49.28,1.99,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (342).jpg,test\Other\Other test (342).jpg,653.25,51.91,50.81,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (343).jpg,test\Other\Other test (343).jpg,647.2,53.15,51.64,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (344).jpg,test\Other\Other test (344).jpg,648.64,52.52,50.81,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (345).jpg,test\Other\Other test (345).jpg,649.8,50.68,48.91,1.98,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (346).jpg,test\Other\Other test (346).jpg,647.6,50.11,48.67,1.97,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (347).jpg,test\Other\Other test (347).jpg,646.73,50.25,48.98,1.96,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (348).jpg,test\Other\Other test (348).jpg,637.21,50.99,49.54,1.96,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (349).jpg,test\Other\Other test (349).jpg,652.61,48.48,52.79,2.02,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (35).jpg,test\Other\Other test (35).jpg,606.44,49.06,49.54,1.89,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (350).jpg,test\Other\Other test (350).jpg,655.12,48.07,52.7,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (351).jpg,test\Other\Other test (351).jpg,657.62,47.64,52.23,2.02,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (352).jpg,test\Other\Other test (352).jpg,647.24,47.66,52.28,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (353).jpg,test\Other\Other test (353).jpg,526.95,81.88,62.2,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (354).jpg,test\Other\Other test (354).jpg,557.86,81.65,62.53,1.97,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (355).jpg,test\Other\Other test (355).jpg,592.67,44.37,44.04,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (356).jpg,test\Other\Other test (356).jpg,598.14,43.88,43.83,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (357).jpg,test\Other\Other test (357).jpg,599.36,43.89,43.38,1.99,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (358).jpg,test\Other\Other test (358).jpg,610.13,44.4,42.17,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (359).jpg,test\Other\Other test (359).jpg,612.54,51.26,47.2,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (36).jpg,test\Other\Other test (36).jpg,610.2,49.96,50.3,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (360).jpg,test\Other\Other test (360).jpg,612.83,51.97,48.15,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (361).jpg,test\Other\Other test (361).jpg,614.47,52.14,48.68,1.98,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (362).jpg,test\Other\Other test (362).jpg,615.44,50.93,47.18,1.97,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (363).jpg,test\Other\Other test (363).jpg,609.59,50.22,45.91,1.96,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (364).jpg,test\Other\Other test (364).jpg,610.85,48.96,45.41,1.99,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (365).jpg,test\Other\Other test (365).jpg,611.48,48.68,45.72,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (366).jpg,test\Other\Other test (366).jpg,615.35,40.96,42.71,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (367).jpg,test\Other\Other test (367).jpg,614.8,40.85,42.76,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (368).jpg,test\Other\Other test (368).jpg,614.83,40.63,42.93,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (369).jpg,test\Other\Other test (369).jpg,614.94,40.6,43.09,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (37).jpg,test\Other\Other test (37).jpg,610.41,50.05,50.38,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (370).jpg,test\Other\Other test (370).jpg,615.02,40.5,43.3,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (371).jpg,test\Other\Other test (371).jpg,615.4,40.43,43.17,2.05,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (372).jpg,test\Other\Other test (372).jpg,614.63,40.34,43.3,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (373).jpg,test\Other\Other test (373).jpg,613.91,40.19,43.4,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (374).jpg,test\Other\Other test (374).jpg,614.01,40.1,43.56,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (375).jpg,test\Other\Other test (375).jpg,614.91,40.07,43.8,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (376).jpg,test\Other\Other test (376).jpg,614.89,40.14,43.96,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (377).jpg,test\Other\Other test (377).jpg,614.9,40.11,43.89,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (378).jpg,test\Other\Other test (378).jpg,614.96,40.2,43.94,2.04,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (379).jpg,test\Other\Other test (379).jpg,613.88,40.0,43.87,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (38).jpg,test\Other\Other test (38).jpg,610.83,50.12,50.46,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (380).jpg,test\Other\Other test (380).jpg,614.53,39.43,43.6,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (381).jpg,test\Other\Other test (381).jpg,614.87,39.41,43.58,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (382).jpg,test\Other\Other test (382).jpg,614.46,39.15,43.07,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (383).jpg,test\Other\Other test (383).jpg,614.33,39.08,43.02,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (384).jpg,test\Other\Other test (384).jpg,614.32,38.47,42.2,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (385).jpg,test\Other\Other test (385).jpg,614.04,38.36,41.88,2.03,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (386).jpg,test\Other\Other test (386).jpg,614.1,38.21,41.62,2.02,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (387).jpg,test\Other\Other test (387).jpg,613.46,37.96,41.29,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (388).jpg,test\Other\Other test (388).jpg,613.94,37.84,41.14,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (389).jpg,test\Other\Other test (389).jpg,613.61,37.71,40.98,2.01,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (39).jpg,test\Other\Other test (39).jpg,611.26,50.28,50.62,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (390).jpg,test\Other\Other test (390).jpg,613.21,37.6,40.91,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (391).jpg,test\Other\Other test (391).jpg,612.9,37.51,40.89,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (392).jpg,test\Other\Other test (392).jpg,613.44,37.47,40.91,2.0,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (393).jpg,test\Other\Other test (393).jpg,614.44,60.37,56.15,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (394).jpg,test\Other\Other test (394).jpg,626.46,60.26,56.0,1.95,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (395).jpg,test\Other\Other test (395).jpg,634.08,60.03,56.1,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (396).jpg,test\Other\Other test (396).jpg,634.99,60.02,56.14,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (397).jpg,test\Other\Other test (397).jpg,636.94,59.96,56.16,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (398).jpg,test\Other\Other test (398).jpg,636.55,60.03,56.39,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (399).jpg,test\Other\Other test (399).jpg,635.77,60.15,56.39,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (4).jpg,test\Other\Other test (4).jpg,460.71,42.32,50.73,1.48,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (40).jpg,test\Other\Other test (40).jpg,611.36,50.35,50.68,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (400).jpg,test\Other\Other test (400).jpg,636.38,59.89,56.2,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (401).jpg,test\Other\Other test (401).jpg,636.48,59.74,56.34,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (402).jpg,test\Other\Other test (402).jpg,628.19,39.74,46.68,1.81,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (403).jpg,test\Other\Other test (403).jpg,633.05,41.0,47.07,1.83,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (404).jpg,test\Other\Other test (404).jpg,632.91,41.55,47.26,1.83,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (405).jpg,test\Other\Other test (405).jpg,637.13,42.31,47.87,1.84,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (406).jpg,test\Other\Other test (406).jpg,641.22,42.63,47.76,1.85,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (407).jpg,test\Other\Other test (407).jpg,641.37,42.57,47.73,1.86,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (408).jpg,test\Other\Other test (408).jpg,636.31,42.68,47.77,1.85,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (409).jpg,test\Other\Other test (409).jpg,388.71,37.42,41.39,1.4,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (41).jpg,test\Other\Other test (41).jpg,611.93,50.53,50.93,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (410).jpg,test\Other\Other test (410).jpg,393.22,35.21,40.22,1.39,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (411).jpg,test\Other\Other test (411).jpg,408.64,34.22,40.37,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (412).jpg,test\Other\Other test (412).jpg,409.7,34.19,40.19,1.43,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (413).jpg,test\Other\Other test (413).jpg,407.77,33.91,39.85,1.4,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (414).jpg,test\Other\Other test (414).jpg,401.64,33.16,40.31,1.39,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (415).jpg,test\Other\Other test (415).jpg,394.32,33.89,39.61,1.4,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (416).jpg,test\Other\Other test (416).jpg,392.45,34.43,39.51,1.4,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (417).jpg,test\Other\Other test (417).jpg,391.71,34.82,39.76,1.4,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (418).jpg,test\Other\Other test (418).jpg,389.57,36.99,41.74,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (419).jpg,test\Other\Other test (419).jpg,389.02,37.22,41.99,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (42).jpg,test\Other\Other test (42).jpg,516.34,59.78,65.79,1.81,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (420).jpg,test\Other\Other test (420).jpg,390.09,38.26,43.56,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (421).jpg,test\Other\Other test (421).jpg,390.34,39.14,44.41,1.43,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (422).jpg,test\Other\Other test (422).jpg,389.21,39.58,44.79,1.42,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (423).jpg,test\Other\Other test (423).jpg,389.64,40.04,45.39,1.43,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (424).jpg,test\Other\Other test (424).jpg,389.78,40.05,45.51,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (425).jpg,test\Other\Other test (425).jpg,390.5,40.21,45.79,1.44,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (426).jpg,test\Other\Other test (426).jpg,391.57,40.39,46.12,1.45,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (427).jpg,test\Other\Other test (427).jpg,397.56,40.56,46.2,1.49,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (428).jpg,test\Other\Other test (428).jpg,399.77,40.75,46.66,1.5,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (429).jpg,test\Other\Other test (429).jpg,401.11,40.61,46.56,1.5,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (43).jpg,test\Other\Other test (43).jpg,515.86,59.79,65.76,1.8,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (430).jpg,test\Other\Other test (430).jpg,401.58,40.55,46.58,1.5,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (431).jpg,test\Other\Other test (431).jpg,401.9,40.58,46.62,1.5,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (432).jpg,test\Other\Other test (432).jpg,408.45,40.46,46.87,1.51,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (433).jpg,test\Other\Other test (433).jpg,422.18,29.51,43.88,1.42,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (434).jpg,test\Other\Other test (434).jpg,442.4,28.59,46.44,1.42,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (435).jpg,test\Other\Other test (435).jpg,442.63,28.44,46.44,1.41,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (436).jpg,test\Other\Other test (436).jpg,439.8,27.6,45.19,1.37,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (437).jpg,test\Other\Other test (437).jpg,438.82,27.06,44.6,1.36,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (438).jpg,test\Other\Other test (438).jpg,404.16,37.11,44.38,1.29,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (439).jpg,test\Other\Other test (439).jpg,418.11,37.91,45.4,1.32,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (44).jpg,test\Other\Other test (44).jpg,514.43,59.78,65.8,1.8,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (440).jpg,test\Other\Other test (440).jpg,512.44,55.91,47.58,1.86,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (441).jpg,test\Other\Other test (441).jpg,541.01,56.56,47.22,1.89,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (442).jpg,test\Other\Other test (442).jpg,542.09,56.58,47.25,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (443).jpg,test\Other\Other test (443).jpg,546.11,57.17,47.23,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (444).jpg,test\Other\Other test (444).jpg,540.81,57.64,47.86,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (445).jpg,test\Other\Other test (445).jpg,540.38,57.45,47.8,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (446).jpg,test\Other\Other test (446).jpg,528.52,58.19,48.11,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (447).jpg,test\Other\Other test (447).jpg,527.89,58.18,48.13,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (448).jpg,test\Other\Other test (448).jpg,528.59,58.0,48.08,1.91,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (449).jpg,test\Other\Other test (449).jpg,528.82,58.26,48.14,1.91,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (45).jpg,test\Other\Other test (45).jpg,508.77,59.95,65.71,1.8,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (450).jpg,test\Other\Other test (450).jpg,531.36,58.45,48.29,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (451).jpg,test\Other\Other test (451).jpg,531.79,58.41,48.29,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (452).jpg,test\Other\Other test (452).jpg,534.95,58.27,48.01,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (453).jpg,test\Other\Other test (453).jpg,534.64,58.24,48.01,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (454).jpg,test\Other\Other test (454).jpg,535.17,58.34,48.1,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (455).jpg,test\Other\Other test (455).jpg,534.19,58.25,47.73,1.9,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (456).jpg,test\Other\Other test (456).jpg,531.69,58.52,47.88,1.89,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (457).jpg,test\Other\Other test (457).jpg,533.19,59.35,48.45,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (458).jpg,test\Other\Other test (458).jpg,533.18,59.08,48.17,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (459).jpg,test\Other\Other test (459).jpg,534.84,59.33,48.3,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (46).jpg,test\Other\Other test (46).jpg,508.19,60.0,65.77,1.8,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (460).jpg,test\Other\Other test (460).jpg,528.55,59.54,48.4,1.92,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (461).jpg,test\Other\Other test (461).jpg,529.44,59.3,48.33,1.93,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (462).jpg,test\Other\Other test (462).jpg,529.71,59.24,48.24,1.94,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (463).jpg,test\Other\Other test (463).jpg,456.82,40.76,45.87,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (464).jpg,test\Other\Other test (464).jpg,452.83,40.6,45.55,1.58,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (465).jpg,test\Other\Other test (465).jpg,468.56,40.76,45.61,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (466).jpg,test\Other\Other test (466).jpg,471.88,40.89,45.66,1.62,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (467).jpg,test\Other\Other test (467).jpg,470.95,40.95,45.71,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (468).jpg,test\Other\Other test (468).jpg,471.25,41.09,45.82,1.63,good,Image quality is good. Proceed with assessment.,0
test,Other,Other test (469).jpg,test\Other\Other test (469).jpg,470.55,40.98,45.8,1.62,good,Image quality is good. Proceed with assessment.,0
